System Time,Timestamp,Left X,Left Y,Right X,Right Y,Median X,Median Y,Stimuli,Stimuli Position X,Stimuli Position Y,LabelColumn,counter,,,,,
1.54713E+12,154.536091,0.656350434,0.543810725,0.665366471,0.559640586,0.660858452,0.551725656,1,33,40,1,0,,,,,
1.54713E+12,154.547194,0.654785633,0.543659568,0.666890502,0.562961102,0.660838068,0.553310335,1,33,40,1,0,,,,,
1.54713E+12,154.558297,0.654474378,0.542074502,0.666037917,0.564475775,0.660256147,0.553275138,1,33,40,1,0,,,,,
1.54713E+12,154.5694,0.655293107,0.530126393,0.666855335,0.568113148,0.661074221,0.549119771,1,33,40,1,0,,,,,
1.54713E+12,154.580504,0.657293975,0.527079642,0.663759887,0.562859058,0.660526931,0.54496935,1,33,40,1,0,,,,,
1.54713E+12,154.591607,0.658207774,0.525846601,0.665627301,0.561218619,0.661917537,0.54353261,1,33,40,1,0,,,,,
1.54713E+12,154.602711,0.658106625,0.528239846,0.665218413,0.560690641,0.661662519,0.544465244,1,33,40,1,0,,,,,
1.54713E+12,154.613814,0.660949707,0.528216004,0.668012083,0.560371637,0.664480895,0.544293821,1,33,40,1,0,,,,,
1.54713E+12,154.624917,0.660515189,0.52763015,0.667536676,0.561150908,0.664025933,0.544390529,1,33,40,1,0,,,,,
1.54713E+12,154.636019,0.660127103,0.527806401,0.665248573,0.556526601,0.662687838,0.542166501,1,33,40,1,0,,,,,
1.54713E+12,154.647123,0.655991852,0.530397236,0.66353935,0.557466745,0.659765601,0.543931991,1,33,40,1,0,,,,,
1.54713E+12,154.658226,0.641097963,0.528195083,0.653695583,0.5593701,0.647396773,0.543782592,1,33,40,1,0,,,,,
1.54713E+12,154.66933,0.607956886,0.53422749,0.618948758,0.548871696,0.613452822,0.541549593,1,33,40,1,0,,,,,
1.54713E+12,154.680433,0.571947336,0.539182544,0.593674421,0.537183344,0.582810879,0.538182944,1,33,40,1,0,,,,,
1.54713E+12,154.691536,0.552222669,0.53375119,0.569812715,0.536496401,0.561017692,0.535123795,1,33,40,1,0,,,,,
1.54713E+12,154.702639,0.552504122,0.527358592,0.564820409,0.533980429,0.558662266,0.53066951,1,33,40,1,0,,,,,
1.54713E+12,154.713742,0.555825174,0.519893527,0.564078927,0.540711582,0.55995205,0.530302554,1,33,40,1,0,,,,,
1.54713E+12,154.724845,0.559619784,0.518869996,0.56798929,0.542550802,0.563804537,0.530710399,1,33,40,1,0,,,,,
1.54713E+12,154.735948,0.563649595,0.524752855,0.570767105,0.546372712,0.56720835,0.535562783,1,33,40,1,0,,,,,
1.54713E+12,154.747052,0.567205906,0.528568864,0.572243452,0.545864761,0.569724679,0.537216812,1,33,40,1,0,,,,,
1.54713E+12,154.758156,0.565995097,0.532762706,0.573499858,0.546852767,0.569747478,0.539807737,1,33,40,1,0,,,,,
1.5478E+12,185.517098,0.35063681,0.613070726,0.347733289,0.602794349,0.34918505,0.607932538,2,531,610,2,1,,,,,
1.5478E+12,185.528201,0.352472961,0.618089676,0.351305634,0.608610094,0.351889297,0.613349885,2,531,610,2,1,,,,,
1.5478E+12,185.539305,0.352175057,0.620235324,0.351807445,0.607447624,0.351991251,0.613841474,2,531,610,2,1,,,,,
1.5478E+12,185.550408,0.349686295,0.619233668,0.350424737,0.621355534,0.350055516,0.620294601,2,531,610,2,1,,,,,
1.5478E+12,185.561511,0.333735198,0.619570851,0.333689958,0.617899299,0.333712578,0.618735075,2,531,610,2,1,,,,,
1.5478E+12,185.572614,0.326142371,0.612966657,0.325589925,0.618763387,0.325866148,0.615865022,2,531,610,2,1,,,,,
1.5478E+12,185.583717,0.295695722,0.629801631,0.291371852,0.611172199,0.293533787,0.620486915,2,531,610,2,1,,,,,
1.5478E+12,185.59482,0.259337068,0.626322627,0.259994835,0.620338082,0.259665951,0.623330355,2,531,610,2,1,,,,,
1.5478E+12,185.605925,0.260787785,0.627592087,0.261150897,0.62569201,0.260969341,0.626642048,2,531,610,2,1,,,,,
1.5478E+12,185.617028,0.259224474,0.616989672,0.262972564,0.623338878,0.261098519,0.620164275,2,531,610,2,1,,,,,
1.5478E+12,185.628131,0.25875926,0.618805647,0.262230724,0.620723009,0.260494992,0.619764328,2,531,610,2,1,,,,,
1.5478E+12,185.639234,0.257528663,0.614519358,0.262269586,0.61581552,0.259899125,0.615167439,2,531,610,2,1,,,,,
1.5478E+12,185.650337,0.257383049,0.619774759,0.262196451,0.619523108,0.25978975,0.619648933,2,531,610,2,1,,,,,
1.5478E+12,185.66144,0.257033497,0.619997621,0.26063171,0.618891418,0.258832604,0.619444519,2,531,610,2,1,,,,,
1.5478E+12,185.672544,0.2574251,0.620304585,0.26031059,0.620909393,0.258867845,0.620606989,2,531,610,2,1,,,,,
1.5478E+12,185.683647,0.255792558,0.613820195,0.260359973,0.621145666,0.258076265,0.61748293,2,531,610,2,1,,,,,
1.5478E+12,185.694751,0.257033169,0.611392736,0.262594998,0.62277633,0.259814084,0.617084533,2,531,610,2,1,,,,,
1.5478E+12,185.705854,0.253883302,0.609294236,0.263100594,0.62306118,0.258491948,0.616177708,2,531,610,2,1,,,,,
1.5478E+12,185.716957,0.255023122,0.612115562,0.264778286,0.622471869,0.259900704,0.617293715,2,531,610,2,1,,,,,
1.5478E+12,185.72806,0.25720939,0.610668302,0.262089312,0.622161925,0.259649351,0.616415113,2,531,610,2,1,,,,,
1.5478E+12,185.739164,0.258660525,0.614958048,0.263370216,0.619569063,0.26101537,0.617263556,2,531,610,2,1,,,,,
1.5478E+12,185.750267,0.258219808,0.614876211,0.262945682,0.619496107,0.260582745,0.617186159,2,531,610,2,1,,,,,
1.5478E+12,185.76137,0.253881395,0.612167895,0.26407069,0.61838311,0.258976042,0.615275502,2,531,610,2,1,,,,,
1.5478E+12,185.772473,0.254496247,0.615282476,0.264085412,0.61839819,0.259290829,0.616840333,2,531,610,2,1,,,,,
1.5478E+12,185.783577,0.256506056,0.622928143,0.264528126,0.621133208,0.260517091,0.622030675,2,531,610,2,1,,,,,
1.5478E+12,185.79468,0.258883297,0.619499385,0.265642941,0.6209746,0.262263119,0.620236993,2,531,610,2,1,,,,,
1.5478E+12,185.805784,0.257324398,0.61228168,0.264930636,0.621111751,0.261127517,0.616696715,2,531,610,2,1,,,,,
1.5478E+12,185.816887,0.253141999,0.604991615,0.265970528,0.617601514,0.259556264,0.611296564,2,531,610,2,1,,,,,
1.5478E+12,185.82799,0.252064943,0.606235623,0.264517844,0.618980706,0.258291394,0.612608165,2,531,610,2,1,,,,,
1.5478E+12,185.839093,0.254721075,0.606638074,0.264981061,0.621778011,0.259851068,0.614208043,2,531,610,2,1,,,,,
1.5478E+12,185.850196,0.257880062,0.605161428,0.264489621,0.621473193,0.261184841,0.613317311,2,531,610,2,1,,,,,
1.5478E+12,185.861299,0.257038534,0.603745461,0.26348424,0.617107868,0.260261387,0.610426664,2,531,610,2,1,,,,,
1.5478E+12,185.872403,0.257264286,0.606942654,0.262539148,0.613690555,0.259901717,0.610316604,2,531,610,2,1,,,,,
1.5478E+12,185.883507,0.257973194,0.614852726,0.262421042,0.611993372,0.260197118,0.613423049,2,531,610,2,1,,,,,
1.5478E+12,185.89461,0.261598974,0.622745574,0.264705479,0.614999175,0.263152227,0.618872374,2,531,610,2,1,,,,,
1.5478E+12,185.905713,0.263825685,0.621721625,0.2649391,0.616864741,0.264382392,0.619293183,2,531,610,2,1,,,,,
1.5478E+12,185.916816,0.264360547,0.618293941,0.263492823,0.616270006,0.263926685,0.617281973,2,531,610,2,1,,,,,
1.5478E+12,185.927919,0.26482749,0.617439091,0.264368206,0.613052905,0.264597848,0.615245998,2,531,610,2,1,,,,,
1.5478E+12,185.939022,0.262667686,0.611829281,0.265249699,0.609230995,0.263958693,0.610530138,2,531,610,2,1,,,,,
1.5478E+12,185.950126,0.261027336,0.610172093,0.265436262,0.61062938,0.263231799,0.610400736,2,531,610,2,1,,,,,
1.5478E+12,185.96123,0.257522374,0.610308528,0.266072333,0.611344337,0.261797354,0.610826433,2,531,610,2,1,,,,,
1.5478E+12,185.972333,0.254767716,0.617868245,0.265783519,0.612775445,0.260275617,0.615321845,2,531,610,2,1,,,,,
1.5478E+12,185.983436,0.256925821,0.61831516,0.266781032,0.613174379,0.261853427,0.61574477,2,531,610,2,1,,,,,
1.5478E+12,185.994539,0.259240389,0.616995752,0.266624689,0.616189957,0.262932539,0.616592854,2,531,610,2,1,,,,,
1.5478E+12,186.005642,0.261787295,0.616667628,0.266158164,0.61783731,0.263972729,0.617252469,2,531,610,2,1,,,,,
1.5478E+12,186.016746,0.261288017,0.620751441,0.2672261,0.616968036,0.264257059,0.618859738,2,531,610,2,1,,,,,
1.5478E+12,186.027849,0.260212421,0.631654382,0.269006014,0.620758712,0.264609218,0.626206547,2,531,610,2,1,,,,,
1.5478E+12,186.038952,0.275887728,0.662877142,0.269919157,0.619695783,0.272903442,0.641286463,2,531,610,2,1,,,,,
1.5478E+12,186.050056,0.294832051,0.699568808,0.297573835,0.676089168,0.296202943,0.687828988,2,531,610,2,1,,,,,
1.5478E+12,186.061159,0.33127743,0.77030623,0.352229923,0.784424543,0.341753677,0.777365386,2,531,610,2,1,,,,,
1.5478E+12,186.072262,0.339741081,0.784175754,0.353020966,0.781951189,0.346381024,0.783063471,2,531,610,2,1,,,,,
1.5478E+12,186.083366,0.340010077,0.780917168,0.350762337,0.775081694,0.345386207,0.777999431,2,531,610,2,1,,,,,
1.5478E+12,186.094469,0.34243533,0.776522756,0.353140593,0.766149461,0.347787961,0.771336108,2,531,610,2,1,,,,,
1.5478E+12,186.105572,0.342529982,0.774434268,0.352691501,0.767896056,0.347610742,0.771165162,2,531,610,2,1,,,,,
1.5478E+12,186.116675,0.342465311,0.774683595,0.354384989,0.768966496,0.34842515,0.771825045,2,531,610,2,1,,,,,
1.5478E+12,186.127778,0.341926098,0.774277508,0.353741795,0.77217561,0.347833946,0.773226559,2,531,610,2,1,,,,,
1.5478E+12,186.138882,0.338930637,0.775129318,0.357665867,0.775980651,0.348298252,0.775554985,2,531,610,2,1,,,,,
1.5478E+12,186.149986,0.336510539,0.773794174,0.356415659,0.772912383,0.346463099,0.773353279,2,531,610,2,1,,,,,
1.5478E+12,186.161089,0.337590516,0.772204578,0.355888337,0.772240341,0.346739426,0.772222459,2,531,610,2,1,,,,,
1.5478E+12,186.172192,0.339814663,0.772086442,0.354438543,0.768050492,0.347126603,0.770068467,2,531,610,2,1,,,,,
1.5478E+12,186.183295,0.341019392,0.773541808,0.356137872,0.770157337,0.348578632,0.771849573,2,531,610,2,1,,,,,
1.5478E+12,186.194398,0.340648025,0.768095434,0.357599229,0.763981342,0.349123627,0.766038388,2,531,610,2,1,,,,,
1.5478E+12,186.205501,0.341550171,0.767461717,0.357182384,0.761695623,0.349366277,0.76457867,2,531,610,2,1,,,,,
1.5478E+12,186.216605,0.341138393,0.766318381,0.356365174,0.755844176,0.348751783,0.761081278,2,531,610,2,1,,,,,
1.5478E+12,186.227709,0.34040612,0.764003754,0.354789555,0.751423061,0.347597837,0.757713407,2,531,610,2,1,,,,,
1.5478E+12,186.238812,0.34297815,0.764785767,0.354325175,0.743243814,0.348651662,0.75401479,2,531,610,2,1,,,,,
1.5478E+12,186.249915,0.343026191,0.761511505,0.353868932,0.749214172,0.348447561,0.755362839,2,531,610,2,1,,,,,
1.5478E+12,186.261018,0.343198538,0.767478287,0.353958279,0.751929462,0.348578408,0.759703875,2,531,610,2,1,,,,,
1.5478E+12,186.272121,0.342443496,0.763043761,0.35424161,0.757566154,0.348342553,0.760304958,2,531,610,2,1,,,,,
1.5478E+12,186.283224,0.343092442,0.766838014,0.353673071,0.753970444,0.348382756,0.760404229,2,531,610,2,1,,,,,
1.5478E+12,186.294328,0.344887733,0.762763321,0.353040963,0.75346607,0.348964348,0.758114696,2,531,610,2,1,,,,,
1.5478E+12,186.305431,0.345474005,0.767278254,0.353274375,0.753582954,0.34937419,0.760430604,2,531,610,2,1,,,,,
1.5478E+12,186.316535,0.345009208,0.765607238,0.353819847,0.750365019,0.349414527,0.757986128,2,531,610,2,1,,,,,
1.5478E+12,186.327638,0.345236272,0.768626392,0.355114579,0.750662029,0.350175425,0.75964421,2,531,610,2,1,,,,,
1.5478E+12,186.338741,0.344469905,0.769823194,0.355745047,0.751300693,0.350107476,0.760561943,2,531,610,2,1,,,,,
1.5478E+12,186.349844,0.345749319,0.771330297,0.354631186,0.755310774,0.350190252,0.763320535,2,531,610,2,1,,,,,
1.5478E+12,186.360948,0.344067961,0.774240613,0.354282498,0.754606247,0.34917523,0.76442343,2,531,610,2,1,,,,,
1.5478E+12,186.372051,0.340566188,0.770309687,0.353363097,0.753871322,0.346964642,0.762090504,2,531,610,2,1,,,,,
1.5478E+12,186.383154,0.339390725,0.76587373,0.354169339,0.750496805,0.346780032,0.758185267,2,531,610,2,1,,,,,
1.5478E+12,186.394257,0.341467947,0.760227859,0.35223797,0.752470136,0.346852958,0.756348997,2,531,610,2,1,,,,,
1.5478E+12,186.405361,0.341744542,0.75346601,0.352992713,0.753908157,0.347368628,0.753687084,2,531,610,2,1,,,,,
1.5478E+12,186.416464,0.341510087,0.759885788,0.353731245,0.751041532,0.347620666,0.75546366,2,531,610,2,1,,,,,
1.5478E+12,186.427568,0.339596629,0.756603718,0.353916824,0.753538013,0.346756727,0.755070865,2,531,610,2,1,,,,,
1.5478E+12,186.438671,0.343219817,0.764299393,0.35161823,0.755474985,0.347419024,0.759887189,2,531,610,2,1,,,,,
1.5478E+12,186.449774,0.343022913,0.761996567,0.352171957,0.759987056,0.347597435,0.760991812,2,531,610,2,1,,,,,
1.5478E+12,186.460877,0.344116628,0.762722492,0.353541642,0.75346905,0.348829135,0.758095771,2,531,610,2,1,,,,,
1.5478E+12,186.47198,0.339843661,0.759955466,0.355971694,0.751380742,0.347907677,0.755668104,2,531,610,2,1,,,,,
1.5478E+12,186.483083,0.339318961,0.758712173,0.352344394,0.75482434,0.345831677,0.756768256,2,531,610,2,1,,,,,
1.5478E+12,186.494188,0.339541584,0.762043118,0.352407843,0.76046586,0.345974714,0.761254489,2,531,610,2,1,,,,,
1.5478E+12,186.505291,0.343904674,0.76598376,0.352067649,0.76047045,0.347986162,0.763227105,2,531,610,2,1,,,,,
1.5478E+12,186.516394,0.345666289,0.772937357,0.353901148,0.757526636,0.349783719,0.765231997,2,531,610,2,1,,,,,
1.5478E+12,186.527497,0.347213984,0.773097515,0.352539778,0.759373903,0.349876881,0.766235709,2,531,610,2,1,,,,,
1.5478E+12,186.5386,0.344253629,0.76927793,0.354290634,0.758435309,0.349272132,0.76385662,2,531,610,2,1,,,,,
1.5478E+12,186.549703,0.342909932,0.763169229,0.354979545,0.761294663,0.348944739,0.762231946,2,531,610,2,1,,,,,
1.5478E+12,186.560807,0.341389835,0.762126267,0.354637653,0.752670228,0.348013744,0.757398248,2,531,610,2,1,,,,,
1.5478E+12,186.57191,0.340738565,0.764636099,0.352734536,0.750563323,0.34673655,0.757599711,2,531,610,2,1,,,,,
1.5478E+12,186.583014,0.340581715,0.766118169,0.352892578,0.741649747,0.346737146,0.753883958,2,531,610,2,1,,,,,
1.5478E+12,186.594117,0.33956793,0.763368428,0.354413539,0.748710036,0.346990734,0.756039232,2,531,610,2,1,,,,,
1.5478E+12,186.60522,0.342582852,0.763332963,0.355570763,0.747205913,0.349076807,0.755269438,2,531,610,2,1,,,,,
1.5478E+12,186.616323,0.342311203,0.768441558,0.355573356,0.750710547,0.34894228,0.759576052,2,531,610,2,1,,,,,
1.5478E+12,186.627427,0.341805667,0.771300614,0.356622905,0.744615734,0.349214286,0.757958174,2,531,610,2,1,,,,,
1.5478E+12,186.63853,0.339983314,0.769106448,0.354534507,0.747282922,0.347258911,0.758194685,2,531,610,2,1,,,,,
1.5478E+12,186.649633,0.342554748,0.762898684,0.354097575,0.746592581,0.348326162,0.754745632,2,531,610,2,1,,,,,
1.5478E+12,186.660736,0.341123968,0.759755433,0.354920924,0.748113692,0.348022446,0.753934562,2,531,610,2,1,,,,,
1.5478E+12,186.67184,0.340112776,0.75652051,0.358396143,0.749179602,0.349254459,0.752850056,2,531,610,2,1,,,,,
1.5478E+12,186.682943,0.338496149,0.75338167,0.360630691,0.752545714,0.34956342,0.752963692,2,531,610,2,1,,,,,
1.5478E+12,186.694046,0.341300845,0.749104083,0.359074682,0.754938483,0.350187764,0.752021283,2,531,610,2,1,,,,,
1.5478E+12,186.70515,0.344422221,0.753964007,0.355493546,0.755809486,0.349957883,0.754886746,2,531,610,2,1,,,,,
1.5478E+12,186.716253,0.345104873,0.755873144,0.353850901,0.756756961,0.349477887,0.756315053,2,531,610,2,1,,,,,
1.5478E+12,186.727356,0.34616673,0.757240891,0.356669217,0.753156364,0.351417974,0.755198628,2,531,610,2,1,,,,,
1.5478E+12,186.738459,0.345561981,0.727517843,0.362427413,0.721773684,0.353994697,0.724645764,2,531,610,2,1,,,,,
1.5478E+12,186.749562,0.34447971,0.693498015,0.36438331,0.678782761,0.35443151,0.686140388,2,531,610,2,1,,,,,
1.5478E+12,186.760666,0.344323903,0.636073768,0.362352103,0.615701258,0.353338003,0.625887513,2,531,610,2,1,,,,,
1.5478E+12,186.77177,0.344517499,0.622542918,0.357139707,0.60734272,0.350828603,0.614942819,2,531,610,2,1,,,,,
1.5478E+12,186.782873,0.346853793,0.620853722,0.356485873,0.611681461,0.351669833,0.616267592,2,531,610,2,1,,,,,
1.5478E+12,186.793976,0.350990504,0.616746962,0.356606632,0.610972047,0.353798568,0.613859504,2,531,610,2,1,,,,,
