System Time,Timestamp,Left X,Left Y,Right X,Right Y,Median X,Median Y,Stimuli,Stimuli Position X,Stimuli Position Y,LabelColumn,counter,,,,,
1.54713E+12,153.670037,0.558885217,0.582360089,0.571684539,0.54317081,0.565284878,0.562765449,1,33,40,1,0,,,,,
1.54713E+12,153.68114,0.55894804,0.581091642,0.57111758,0.551791549,0.56503281,0.566441596,1,33,40,1,0,,,,,
1.54713E+12,153.692244,0.557917833,0.57868433,0.57062155,0.548702121,0.564269692,0.563693225,1,33,40,1,0,,,,,
1.54713E+12,153.703348,0.556898713,0.545601845,0.568293154,0.508737922,0.562595934,0.527169883,1,33,40,1,0,,,,,
1.54713E+12,153.714451,0.554345608,0.49508661,0.563936532,0.474027216,0.55914107,0.484556913,1,33,40,1,0,,,,,
1.54713E+12,153.725554,0.552894354,0.455921948,0.563426614,0.431443483,0.558160484,0.443682715,1,33,40,1,0,,,,,
1.54713E+12,153.736657,0.552673519,0.430913478,0.566555321,0.419677377,0.55961442,0.425295427,1,33,40,1,0,,,,,
1.54713E+12,153.74776,0.554525137,0.416435659,0.566764235,0.40333575,0.560644686,0.409885705,1,33,40,1,0,,,,,
1.54713E+12,153.758864,0.556512475,0.410104394,0.567105711,0.399952292,0.561809093,0.405028343,1,33,40,1,0,,,,,
1.54713E+12,153.769967,0.557514668,0.407451093,0.564473033,0.415564895,0.56099385,0.411507994,1,33,40,1,0,,,,,
1.54713E+12,153.781071,0.555818319,0.408597171,0.566608369,0.433158517,0.561213344,0.420877844,1,33,40,1,0,,,,,
1.54713E+12,153.792174,0.554713607,0.410313278,0.566207528,0.432552069,0.560460567,0.421432674,1,33,40,1,0,,,,,
1.54713E+12,153.803278,0.554457366,0.415976375,0.565808654,0.436337173,0.56013301,0.426156774,1,33,40,1,0,,,,,
1.54713E+12,153.814381,0.555882514,0.420226067,0.566449046,0.430313796,0.56116578,0.425269932,1,33,40,1,0,,,,,
1.54713E+12,153.825484,0.556108892,0.420743644,0.566503227,0.433034897,0.561306059,0.426889271,1,33,40,1,0,,,,,
1.54713E+12,153.836587,0.557049274,0.414204746,0.56563288,0.430389971,0.561341077,0.422297359,1,33,40,1,0,,,,,
1.54713E+12,153.847691,0.556902826,0.417968273,0.563272119,0.44331193,0.560087472,0.430640101,1,33,40,1,0,,,,,
1.54713E+12,153.858794,0.557480693,0.41749993,0.563091993,0.443421036,0.560286343,0.430460483,1,33,40,1,0,,,,,
1.54713E+12,153.869898,0.557251513,0.417405903,0.563349485,0.447338253,0.560300499,0.432372078,1,33,40,1,0,,,,,
1.54713E+12,153.881001,0.558576763,0.403193504,0.56657052,0.433092266,0.562573642,0.418142885,1,33,40,1,0,,,,,
1.54713E+12,153.892105,0.558951497,0.396924555,0.568679154,0.430663735,0.563815325,0.413794145,1,33,40,1,0,,,,,
1.54713E+12,153.903208,0.558464944,0.396960407,0.570694506,0.425187826,0.564579725,0.411074117,1,33,40,1,0,,,,,
1.54713E+12,153.914311,0.556195498,0.399892509,0.568426132,0.436041772,0.562310815,0.417967141,1,33,40,1,0,,,,,
1.54713E+12,153.925414,0.555880666,0.402228057,0.567296565,0.434240401,0.561588615,0.418234229,1,33,40,1,0,,,,,
1.54713E+12,153.936517,0.554797113,0.402057767,0.566248417,0.435415089,0.560522765,0.418736428,1,33,40,1,0,,,,,
1.54713E+12,153.947621,0.5591923,0.399316162,0.569066584,0.433771223,0.564129442,0.416543692,1,33,40,1,0,,,,,
1.54713E+12,153.958725,0.558660984,0.398458809,0.569786429,0.432588667,0.564223707,0.415523738,1,33,40,1,0,,,,,
1.54713E+12,153.969828,0.560123801,0.39535144,0.570109904,0.431680888,0.565116853,0.413516164,1,33,40,1,0,,,,,
1.54713E+12,153.980931,0.557277024,0.393679231,0.567715764,0.431704909,0.562496394,0.41269207,1,33,40,1,0,,,,,
1.54713E+12,153.992035,0.557534337,0.392331451,0.566983938,0.4327856,0.562259138,0.412558526,1,33,40,1,0,,,,,
1.54713E+12,154.003138,0.557764292,0.39355287,0.567313731,0.429478854,0.562539011,0.411515862,1,33,40,1,0,,,,,
1.54713E+12,154.014241,0.559577525,0.392488718,0.570294678,0.420856386,0.564936101,0.406672552,1,33,40,1,0,,,,,
1.54713E+12,154.025343,0.559845686,0.390253782,0.571353674,0.42131111,0.56559968,0.405782446,1,33,40,1,0,,,,,
1.54713E+12,154.036447,0.557970643,0.387115836,0.574010253,0.421027184,0.565990448,0.40407151,1,33,40,1,0,,,,,
1.54713E+12,154.047551,0.558047295,0.386808336,0.571457982,0.426413447,0.564752638,0.406610891,1,33,40,1,0,,,,,
1.54713E+12,154.058654,0.558716536,0.388389289,0.571428061,0.426838517,0.565072298,0.407613903,1,33,40,1,0,,,,,
1.54713E+12,154.069757,0.559705019,0.384560406,0.566418707,0.426479667,0.563061863,0.405520037,1,33,40,1,0,,,,,
1.54713E+12,154.080861,0.560405135,0.385155767,0.569003403,0.428189397,0.564704269,0.406672582,1,33,40,1,0,,,,,
1.54713E+12,154.091963,0.55933398,0.385328174,0.568613112,0.426018596,0.563973546,0.405673385,1,33,40,1,0,,,,,
1.54713E+12,154.103066,0.559507191,0.389376253,0.573132396,0.425940871,0.566319793,0.407658562,1,33,40,1,0,,,,,
1.54713E+12,154.114169,0.560274482,0.388167977,0.571437597,0.421096534,0.56585604,0.404632255,1,33,40,1,0,,,,,
1.54713E+12,154.125272,0.563870311,0.386538982,0.574272096,0.424573243,0.569071203,0.405556113,1,33,40,1,0,,,,,
1.54713E+12,154.136377,0.577006459,0.399396062,0.590900898,0.441084892,0.583953679,0.420240477,1,33,40,1,0,,,,,
1.54713E+12,154.14748,0.600757003,0.436227322,0.6120978,0.473870933,0.606427401,0.455049127,1,33,40,1,0,,,,,
1.54713E+12,154.158582,0.624028683,0.482851297,0.635655642,0.510848522,0.629842162,0.496849909,1,33,40,1,0,,,,,
1.54713E+12,154.169685,0.63743937,0.523195624,0.645467997,0.530892909,0.641453683,0.527044266,1,33,40,1,0,,,,,
1.54713E+12,154.180789,0.641535878,0.551513255,0.647992969,0.545857787,0.644764423,0.548685521,1,33,40,1,0,,,,,
1.54713E+12,154.191892,0.642142892,0.556246459,0.646288991,0.550819576,0.644215941,0.553533018,1,33,40,1,0,,,,,
1.54713E+12,154.202995,0.640097022,0.551502526,0.645467699,0.555006862,0.64278236,0.553254694,1,33,40,1,0,,,,,
1.54713E+12,154.214098,0.639445901,0.547793984,0.643607438,0.551840007,0.641526669,0.549816996,1,33,40,1,0,,,,,
1.54713E+12,154.225202,0.639025092,0.545530856,0.643249273,0.552340746,0.641137183,0.548935801,1,33,40,1,0,,,,,
1.54713E+12,154.236305,0.636807382,0.549313307,0.643884718,0.550007045,0.64034605,0.549660176,1,33,40,1,0,,,,,
1.54713E+12,154.247408,0.636976242,0.54542619,0.644667208,0.556749225,0.640821725,0.551087707,1,33,40,1,0,,,,,
1.54713E+12,154.258511,0.638108194,0.547048986,0.645465851,0.554562032,0.641787022,0.550805509,1,33,40,1,0,,Label,,,counter
1.54713E+12,154.269615,0.637998521,0.540753543,0.645867288,0.554193676,0.641932905,0.547473609,1,33,40,1,0,,## represents gesture,,,## represents sequences
1.54713E+12,154.280718,0.639000118,0.544915378,0.646319866,0.550588906,0.642659992,0.547752142,1,33,40,1,0,,##  1-yes,,,## variable length
1.54713E+12,154.291821,0.638267994,0.542967975,0.64615804,0.554048419,0.642213017,0.548508197,1,33,40,1,0,,##  2-no,,,
1.54713E+12,154.302923,0.640342891,0.543915153,0.646164179,0.553966165,0.643253535,0.548940659,1,33,40,1,0,,##  3-up,,,
1.54713E+12,154.314027,0.643891513,0.538519502,0.646175444,0.553153098,0.645033479,0.5458363,1,33,40,1,0,,##  4-down,,,
1.54713E+12,154.325131,0.647972643,0.541996658,0.650279462,0.554269373,0.649126053,0.548133016,1,33,40,1,0,,##  5-front,,,
1.54713E+12,154.336234,0.652557194,0.542653799,0.657213151,0.561108053,0.654885173,0.551880926,1,33,40,1,0,,##  6-back,,,
1.54713E+12,154.347337,0.65137285,0.534078658,0.662160993,0.563619375,0.656766921,0.548849016,1,33,40,1,0,,,,,
1.54713E+12,154.35844,0.651074648,0.530830085,0.663302004,0.563121676,0.657188326,0.546975881,1,33,40,1,0,,,,,
1.54713E+12,154.369543,0.649385691,0.528379738,0.665481031,0.562636435,0.657433361,0.545508087,1,33,40,1,0,,,,,
1.54713E+12,154.380646,0.652824044,0.539866924,0.665910244,0.564884961,0.659367144,0.552375942,1,33,40,1,0,,,,,
1.54713E+12,154.391749,0.653629243,0.542233884,0.665732801,0.5648067,0.659681022,0.553520292,1,33,40,1,0,,,,,
1.54713E+12,154.402853,0.653599858,0.54350841,0.665200531,0.563755155,0.659400195,0.553631783,1,33,40,1,0,,,,,
1.54713E+12,154.413957,0.652986467,0.527928531,0.664679229,0.566948295,0.658832848,0.547438413,1,33,40,1,0,,,,,
1.54713E+12,154.42506,0.652825952,0.527741551,0.664812684,0.566322982,0.658819318,0.547032267,1,33,40,1,0,,,,,
1.54713E+12,154.436162,0.652435303,0.52106297,0.663665116,0.563795447,0.658050209,0.542429209,1,33,40,1,0,,,,,
1.54713E+12,154.447265,0.652559996,0.535249472,0.663391471,0.555263519,0.657975733,0.545256495,1,33,40,1,0,,,,,
1.54713E+12,154.458369,0.652194917,0.532486618,0.663585901,0.553061008,0.657890409,0.542773813,1,33,40,1,0,,,,,
1.54713E+12,154.469472,0.653894246,0.540119231,0.663369656,0.55189985,0.658631951,0.546009541,1,33,40,1,0,,,,,
1.54713E+12,154.480575,0.655614316,0.544361949,0.664195299,0.555301011,0.659904808,0.54983148,1,33,40,1,0,,,,,
1.54713E+12,154.491679,0.657552958,0.545380235,0.664093792,0.554945469,0.660823375,0.550162852,1,33,40,1,0,,,,,
1.54713E+12,154.502781,0.656636775,0.544937968,0.665075958,0.556419849,0.660856366,0.550678909,1,33,40,1,0,,,,,
1.54713E+12,154.513885,0.656958282,0.540656626,0.664983273,0.557863116,0.660970777,0.549259871,1,33,40,1,0,,,,,
1.54713E+12,154.524988,0.656491399,0.540024936,0.6658113,0.557628393,0.66115135,0.548826665,1,33,40,1,0,,,,,
