System Time#Timestamp#Left X#Left Y#Right #Right Y#Median X#Median Y#Stimuli#Stimuli Position X#Stimuli Position Y#LabelColumn
1552549291016#242305.455784#0.49858519434928894#0.4215424358844757#0.5128858685493469#0.4080032706260681#0.5057355314493179#0.4147728532552719
1552549291027#242305.466888#0.49858519434928894#0.4215424358844757#0.5177133679389954#0.4128251373767853#0.5081492811441422#0.4171837866306305
1552549291039#242305.477992#0.5039612054824829#0.4196646213531494#0.5232571959495544#0.41112905740737915#0.5136092007160187#0.4153968393802643
1552549291050#242305.489096#0.5065503716468811#0.4208281934261322#0.5234922766685486#0.41123101115226746#0.5150213241577148#0.41602960228919983
1552549291061#242305.5002#0.5065503716468811#0.4208281934261322#0.5227676033973694#0.4124503433704376#0.5146589875221252#0.4166392683982849
1552549291072#242305.511303#0.5063096284866333#0.4224695861339569#0.522617757320404#0.41518163681030273#0.5144636929035187#0.4188256114721298
1552549291083#242305.522408#0.5056479573249817#0.4252054989337921#0.5226827263832092#0.41697239875793457#0.5141653418540955#0.42108894884586334
1552549291094#242305.533512#0.5056479573249817#0.4252054989337921#0.5233713984489441#0.4185282588005066#0.5145096778869629#0.42186687886714935
1552549291107#242305.544616#0.5070814490318298#0.42532339692115784#0.5229397416114807#0.41672056913375854#0.5150105953216553#0.4210219830274582
1552549291116#242305.55572#0.5091395378112793#0.42784586548805237#0.5231578946113586#0.41897571086883545#0.516148716211319#0.4234107881784439
1552549291128#242305.566823#0.5073755383491516#0.4250977635383606#0.5236107707023621#0.42019006609916687#0.5154931545257568#0.42264391481876373
1552549291139#242305.577925#0.506660521030426#0.4308101534843445#0.5228137373924255#0.42300575971603394#0.5147371292114258#0.4269079566001892
1552549291150#242305.589028#0.5049580931663513#0.4307297170162201#0.5224393606185913#0.42453712224960327#0.5136987268924713#0.4276334196329117
1552549291161#242305.600131#0.5051276087760925#0.4318494200706482#0.5238690972328186#0.4234778583049774#0.5144983530044556#0.4276636391878128
1552549291172#242305.611235#0.5045235753059387#0.42653152346611023#0.5223888754844666#0.4248650372028351#0.5134562253952026#0.42569828033447266
1552549291183#242305.622338#0.5044256448745728#0.4294949173927307#0.522439181804657#0.4283532500267029#0.5134324133396149#0.4289240837097168
1552549291195#242305.63344#0.5039093494415283#0.4346068501472473#0.5210130214691162#0.42728081345558167#0.5124611854553223#0.4309438318014145
1552549291206#242305.644543#0.5014734864234924#0.4361843168735504#0.5215292572975159#0.42669540643692017#0.5115013718605042#0.4314398616552353
1552549291217#242305.655646#0.5029215812683105#0.43523043394088745#0.5221459865570068#0.42715388536453247#0.5125337839126587#0.43119215965270996
1552549291227#242305.666749#0.5048962831497192#0.43121910095214844#0.523326575756073#0.4313051402568817#0.5141114294528961#0.4312621206045151
1552549291239#242305.677852#0.5020809769630432#0.4329957067966461#0.5225574970245361#0.43295609951019287#0.5123192369937897#0.4329759031534195
1552549291250#242305.688954#0.5020809769630432#0.43129825592041016#0.5222980380058289#0.43446385860443115#0.512189507484436#0.43288105726242065
1552549291261#242305.700058#0.5017794966697693#0.43199050426483154#0.5224668979644775#0.4318651258945465#0.5121231973171234#0.431927815079689
1552549291273#242305.71116#0.5108205676078796#0.4270285665988922#0.5310900211334229#0.43113964796066284#0.5209552943706512#0.4290841072797775
1552549291283#242305.722263#0.5343976616859436#0.4284127950668335#0.5622271299362183#0.42933517694473267#0.5483123958110809#0.4288739860057831
1552549291295#242305.733365#0.5590731501579285#0.4251903295516968#0.5861710906028748#0.4284747540950775#0.5726221203804016#0.42683254182338715
1552549291306#242305.744468#0.5810260772705078#0.42466768622398376#0.6024864912033081#0.4270683825016022#0.591756284236908#0.42586803436279297
1552549291317#242305.75557#0.5960709452629089#0.42488279938697815#0.6131318807601929#0.42781132459640503#0.6046014130115509#0.4263470619916916
1552549291328#242305.766674#0.5972862243652344#0.43195053935050964#0.6128174066543579#0.4330947995185852#0.6050518155097961#0.4325226694345474
1552549291339#242305.777778#0.595745861530304#0.4303826093673706#0.6123121976852417#0.43619903922080994#0.6040290296077728#0.43329082429409027
1552549291349#242305.788882#0.5960716009140015#0.43236878514289856#0.611431896686554#0.43696755170822144#0.6037517488002777#0.43466816842556
1552549291361#242305.799986#0.5945810079574585#0.42762959003448486#0.6113430261611938#0.4355761706829071#0.6029620170593262#0.431602880358696
1552549291372#242305.811089#0.5936383605003357#0.43180370330810547#0.6112901568412781#0.438353568315506#0.6024642586708069#0.4350786358118057
1552549291383#242305.822193#0.5919574499130249#0.43120694160461426#0.6098829507827759#0.44074079394340515#0.6009202003479004#0.4359738677740097
1552549291395#242305.833296#0.59428471326828#0.43333810567855835#0.6095069646835327#0.44415247440338135#0.6018958389759064#0.43874529004096985
1552549291406#242305.8444#0.5968032479286194#0.4347359836101532#0.6102392673492432#0.4409540891647339#0.6035212576389313#0.43784503638744354
